size,group_indices,group_points,diameters,P_fail_lbf,centroid_x,centroid_y,sum_r2
5,"5,9,10,14,15","(2.000,0.500);(2.500,1.000);(1.500,1.500);(2.000,2.000);(2.500,2.000)","0.25000,0.12500,0.12500,0.12500,0.18800",201.65685803976004,2.1,1.4,2.4
5,"6,8,10,14,15","(2.500,0.500);(2.000,1.000);(1.500,1.500);(2.000,2.000);(2.500,2.000)","0.18800,0.12500,0.12500,0.12500,0.18800",201.65685803976004,2.1,1.4,2.4
5,"2,3,8,9,15","(2.000,0.000);(2.500,0.000);(2.000,1.000);(2.500,1.000);(2.500,2.000)","0.12500,0.18800,0.12500,0.12500,0.18800",202.11353073695474,2.3,0.8,3.1
5,"3,8,9,14,15","(2.500,0.000);(2.000,1.000);(2.500,1.000);(2.000,2.000);(2.500,2.000)","0.18800,0.12500,0.12500,0.12500,0.18800",202.11353073695474,2.3,1.2,3.1
5,"2,4,6,9,15","(2.000,0.000);(1.500,0.500);(2.500,0.500);(2.500,1.000);(2.500,2.000)","0.12500,0.12500,0.18800,0.12500,0.18800",202.12343568963158,2.2,0.8,3.1
5,"3,4,5,9,15","(2.500,0.000);(1.500,0.500);(2.000,0.500);(2.500,1.000);(2.500,2.000)","0.18800,0.12500,0.25000,0.12500,0.18800",202.12343568963158,2.2,0.8,3.1
5,"3,4,6,8,15","(2.500,0.000);(1.500,0.500);(2.500,0.500);(2.000,1.000);(2.500,2.000)","0.18800,0.12500,0.18800,0.12500,0.18800",202.12343568963158,2.2,0.8,3.1
5,"3,8,10,12,15","(2.500,0.000);(2.000,1.000);(1.500,1.500);(2.500,1.500);(2.500,2.000)","0.18800,0.12500,0.12500,0.12500,0.18800",202.12343568963158,2.2,1.2,3.1
5,"3,9,10,11,15","(2.500,0.000);(2.500,1.000);(1.500,1.500);(2.000,1.500);(2.500,2.000)","0.18800,0.12500,0.12500,0.25000,0.18800",202.12343568963158,2.2,1.2,3.1
5,"3,9,10,12,14","(2.500,0.000);(2.500,1.000);(1.500,1.500);(2.500,1.500);(2.000,2.000)","0.18800,0.12500,0.12500,0.12500,0.12500",202.12343568963158,2.2,1.2,3.1
5,"1,5,6,12,14","(1.500,0.000);(2.000,0.500);(2.500,0.500);(2.500,1.500);(2.000,2.000)","0.18800,0.25000,0.18800,0.12500,0.12500",202.2570204888982,2.1,0.9,3.4000000000000004
5,"2,3,8,11,14","(2.000,0.000);(2.500,0.000);(2.000,1.000);(2.000,1.500);(2.000,2.000)","0.12500,0.18800,0.12500,0.25000,0.12500",202.2570204888982,2.1,0.9,3.4000000000000004
5,"2,4,11,12,15","(2.000,0.000);(1.500,0.500);(2.000,1.500);(2.500,1.500);(2.500,2.000)","0.12500,0.12500,0.25000,0.12500,0.18800",202.2570204888982,2.1,1.1,3.4
5,"2,5,10,12,15","(2.000,0.000);(2.000,0.500);(1.500,1.500);(2.500,1.500);(2.500,2.000)","0.12500,0.25000,0.12500,0.12500,0.18800",202.2570204888982,2.1,1.1,3.4
5,"2,5,8,14,15","(2.000,0.000);(2.000,0.500);(2.000,1.000);(2.000,2.000);(2.500,2.000)","0.12500,0.25000,0.12500,0.12500,0.18800",202.2570204888982,2.1,1.1,3.4
5,"2,6,10,11,15","(2.000,0.000);(2.500,0.500);(1.500,1.500);(2.000,1.500);(2.500,2.000)","0.12500,0.18800,0.12500,0.25000,0.18800",202.2570204888982,2.1,1.1,3.4
5,"2,6,10,12,14","(2.000,0.000);(2.500,0.500);(1.500,1.500);(2.500,1.500);(2.000,2.000)","0.12500,0.18800,0.12500,0.12500,0.12500",202.2570204888982,2.1,1.1,3.4
5,"3,4,5,12,14","(2.500,0.000);(1.500,0.500);(2.000,0.500);(2.500,1.500);(2.000,2.000)","0.18800,0.12500,0.25000,0.12500,0.12500",202.2570204888982,2.1,0.9,3.4000000000000004
5,"3,4,6,11,14","(2.500,0.000);(1.500,0.500);(2.500,0.500);(2.000,1.500);(2.000,2.000)","0.18800,0.12500,0.18800,0.25000,0.12500",202.2570204888982,2.1,0.9,3.4000000000000004
5,"2,4,6,12,14","(2.000,0.000);(1.500,0.500);(2.500,0.500);(2.500,1.500);(2.000,2.000)","0.12500,0.12500,0.18800,0.12500,0.12500",202.25702048889823,2.1,0.9,3.4000000000000004
5,"3,5,6,10,14","(2.500,0.000);(2.000,0.500);(2.500,0.500);(1.500,1.500);(2.000,2.000)","0.18800,0.25000,0.18800,0.12500,0.12500",202.25702048889823,2.1,0.9,3.4000000000000004
5,"1,2,7,8,13","(1.500,0.000);(2.000,0.000);(1.500,1.000);(2.000,1.000);(1.500,2.000)","0.18800,0.12500,0.18800,0.12500,0.12500",202.48098671329072,1.7,0.8,3.1000000000000005
5,"1,4,6,7,13","(1.500,0.000);(1.500,0.500);(2.500,0.500);(1.500,1.000);(1.500,2.000)","0.18800,0.12500,0.18800,0.18800,0.12500",202.48098671329072,1.7,0.8,3.1000000000000005
5,"2,3,6,12,15","(2.000,0.000);(2.500,0.000);(2.500,0.500);(2.500,1.500);(2.500,2.000)","0.12500,0.18800,0.18800,0.12500,0.18800",203.07143489610826,2.4,0.8,3.5
5,"3,6,12,14,15","(2.500,0.000);(2.500,0.500);(2.500,1.500);(2.000,2.000);(2.500,2.000)","0.18800,0.18800,0.12500,0.12500,0.18800",203.07143489610826,2.4,1.2,3.5
5,"2,4,5,11,12","(2.000,0.000);(1.500,0.500);(2.000,0.500);(2.000,1.500);(2.500,1.500)","0.12500,0.12500,0.25000,0.25000,0.12500",203.4481350315993,2.0,0.8,2.3000000000000003
5,"2,4,7,9,12","(2.000,0.000);(1.500,0.500);(1.500,1.000);(2.500,1.000);(2.500,1.500)","0.12500,0.12500,0.18800,0.12500,0.12500",203.4481350315993,2.0,0.8,2.3000000000000003
5,"5,6,10,11,14","(2.000,0.500);(2.500,0.500);(1.500,1.500);(2.000,1.500);(2.000,2.000)","0.25000,0.18800,0.12500,0.25000,0.12500",203.4481350315993,2.0,1.2,2.3000000000000003
5,"6,7,9,10,14","(2.500,0.500);(1.500,1.000);(2.500,1.000);(1.500,1.500);(2.000,2.000)","0.18800,0.18800,0.12500,0.12500,0.12500",203.4481350315993,2.0,1.2,2.3000000000000003
5,"1,4,6,9,12","(1.500,0.000);(1.500,0.500);(2.500,0.500);(2.500,1.000);(2.500,1.500)","0.18800,0.12500,0.18800,0.12500,0.12500",203.46598937558812,2.1,0.7,2.5
5,"3,4,6,7,12","(2.500,0.000);(1.500,0.500);(2.500,0.500);(1.500,1.000);(2.500,1.500)","0.18800,0.12500,0.18800,0.18800,0.12500",203.46598937558812,2.1,0.7,2.5
5,"6,7,10,12,15","(2.500,0.500);(1.500,1.000);(1.500,1.500);(2.500,1.500);(2.500,2.000)","0.18800,0.18800,0.12500,0.12500,0.18800",203.46598937558812,2.1,1.3,2.5
5,"1,5,9,10,12","(1.500,0.000);(2.000,0.500);(2.500,1.000);(1.500,1.500);(2.500,1.500)","0.18800,0.25000,0.12500,0.12500,0.12500",203.65789867970724,2.0,0.9,2.7
5,"1,6,8,10,12","(1.500,0.000);(2.500,0.500);(2.000,1.000);(1.500,1.500);(2.500,1.500)","0.18800,0.18800,0.12500,0.12500,0.12500",203.65789867970724,2.0,0.9,2.7
5,"1,6,9,10,11","(1.500,0.000);(2.500,0.500);(2.500,1.000);(1.500,1.500);(2.000,1.500)","0.18800,0.18800,0.12500,0.12500,0.25000",203.65789867970724,2.0,0.9,2.7
5,"2,4,9,10,12","(2.000,0.000);(1.500,0.500);(2.500,1.000);(1.500,1.500);(2.500,1.500)","0.12500,0.12500,0.12500,0.12500,0.12500",203.65789867970724,2.0,0.9,2.7
5,"2,6,7,10,12","(2.000,0.000);(2.500,0.500);(1.500,1.000);(1.500,1.500);(2.500,1.500)","0.12500,0.18800,0.18800,0.12500,0.12500",203.65789867970724,2.0,0.9,2.7
5,"3,4,8,10,12","(2.500,0.000);(1.500,0.500);(2.000,1.000);(1.500,1.500);(2.500,1.500)","0.18800,0.12500,0.12500,0.12500,0.12500",203.65789867970724,2.0,0.9,2.7
5,"3,4,9,10,11","(2.500,0.000);(1.500,0.500);(2.500,1.000);(1.500,1.500);(2.000,1.500)","0.18800,0.12500,0.12500,0.12500,0.25000",203.65789867970724,2.0,0.9,2.7
5,"3,5,7,10,12","(2.500,0.000);(2.000,0.500);(1.500,1.000);(1.500,1.500);(2.500,1.500)","0.18800,0.25000,0.18800,0.12500,0.12500",203.65789867970724,2.0,0.9,2.7
5,"3,6,7,10,11","(2.500,0.000);(2.500,0.500);(1.500,1.000);(1.500,1.500);(2.000,1.500)","0.18800,0.18800,0.18800,0.12500,0.25000",203.65789867970724,2.0,0.9,2.7
5,"4,5,7,12,15","(1.500,0.500);(2.000,0.500);(1.500,1.000);(2.500,1.500);(2.500,2.000)","0.12500,0.25000,0.18800,0.12500,0.18800",203.65789867970724,2.0,1.1,2.7
5,"4,5,9,10,15","(1.500,0.500);(2.000,0.500);(2.500,1.000);(1.500,1.500);(2.500,2.000)","0.12500,0.25000,0.12500,0.12500,0.18800",203.65789867970724,2.0,1.1,2.7
5,"4,6,7,11,15","(1.500,0.500);(2.500,0.500);(1.500,1.000);(2.000,1.500);(2.500,2.000)","0.12500,0.18800,0.18800,0.25000,0.18800",203.65789867970724,2.0,1.1,2.7
5,"4,6,7,12,14","(1.500,0.500);(2.500,0.500);(1.500,1.000);(2.500,1.500);(2.000,2.000)","0.12500,0.18800,0.18800,0.12500,0.12500",203.65789867970724,2.0,1.1,2.7
5,"4,6,8,10,15","(1.500,0.500);(2.500,0.500);(2.000,1.000);(1.500,1.500);(2.500,2.000)","0.12500,0.18800,0.12500,0.12500,0.18800",203.65789867970724,2.0,1.1,2.7
5,"4,6,9,10,14","(1.500,0.500);(2.500,0.500);(2.500,1.000);(1.500,1.500);(2.000,2.000)","0.12500,0.18800,0.12500,0.12500,0.12500",203.65789867970724,2.0,1.1,2.7
5,"5,7,12,13,15","(2.000,0.500);(1.500,1.000);(2.500,1.500);(1.500,2.000);(2.500,2.000)","0.25000,0.18800,0.12500,0.12500,0.18800",203.65789867970724,2.0,1.4,2.7
5,"5,9,10,13,15","(2.000,0.500);(2.500,1.000);(1.500,1.500);(1.500,2.000);(2.500,2.000)","0.25000,0.12500,0.12500,0.12500,0.18800",203.65789867970724,2.0,1.4,2.7
5,"6,7,11,13,15","(2.500,0.500);(1.500,1.000);(2.000,1.500);(1.500,2.000);(2.500,2.000)","0.18800,0.18800,0.25000,0.12500,0.18800",203.65789867970724,2.0,1.4,2.7
5,"6,7,12,13,14","(2.500,0.500);(1.500,1.000);(2.500,1.500);(1.500,2.000);(2.000,2.000)","0.18800,0.18800,0.12500,0.12500,0.12500",203.65789867970724,2.0,1.4,2.7
5,"6,8,10,13,15","(2.500,0.500);(2.000,1.000);(1.500,1.500);(1.500,2.000);(2.500,2.000)","0.18800,0.12500,0.12500,0.12500,0.18800",203.65789867970724,2.0,1.4,2.7
5,"6,9,10,13,14","(2.500,0.500);(2.500,1.000);(1.500,1.500);(1.500,2.000);(2.000,2.000)","0.18800,0.12500,0.12500,0.12500,0.12500",203.65789867970724,2.0,1.4,2.7
5,"2,4,9,10,11","(2.000,0.000);(1.500,0.500);(2.500,1.000);(1.500,1.500);(2.000,1.500)","0.12500,0.12500,0.12500,0.12500,0.25000",203.77412721191664,1.9,0.9,2.4
5,"2,6,7,10,11","(2.000,0.000);(2.500,0.500);(1.500,1.000);(1.500,1.500);(2.000,1.500)","0.12500,0.18800,0.18800,0.12500,0.25000",203.77412721191664,1.9,0.9,2.4
5,"2,4,7,11,12","(2.000,0.000);(1.500,0.500);(1.500,1.000);(2.000,1.500);(2.500,1.500)","0.12500,0.12500,0.18800,0.25000,0.12500",203.77412721191666,1.9,0.9,2.4
5,"2,4,8,10,12","(2.000,0.000);(1.500,0.500);(2.000,1.000);(1.500,1.500);(2.500,1.500)","0.12500,0.12500,0.12500,0.12500,0.12500",203.77412721191666,1.9,0.9,2.4
5,"2,5,7,10,12","(2.000,0.000);(2.000,0.500);(1.500,1.000);(1.500,1.500);(2.500,1.500)","0.12500,0.25000,0.18800,0.12500,0.12500",203.77412721191666,1.9,0.9,2.4
5,"4,5,9,10,14","(1.500,0.500);(2.000,0.500);(2.500,1.000);(1.500,1.500);(2.000,2.000)","0.12500,0.25000,0.12500,0.12500,0.12500",203.77412721191666,1.9,1.1,2.4
5,"5,6,7,10,14","(2.000,0.500);(2.500,0.500);(1.500,1.000);(1.500,1.500);(2.000,2.000)","0.25000,0.18800,0.18800,0.12500,0.12500",203.77412721191666,1.9,1.1,2.4
5,"4,5,7,12,14","(1.500,0.500);(2.000,0.500);(1.500,1.000);(2.500,1.500);(2.000,2.000)","0.12500,0.25000,0.18800,0.12500,0.12500",203.7741272119167,1.9,1.1,2.4
5,"4,6,7,11,14","(1.500,0.500);(2.500,0.500);(1.500,1.000);(2.000,1.500);(2.000,2.000)","0.12500,0.18800,0.18800,0.25000,0.12500",203.7741272119167,1.9,1.1,2.4
5,"4,6,8,10,14","(1.500,0.500);(2.500,0.500);(2.000,1.000);(1.500,1.500);(2.000,2.000)","0.12500,0.18800,0.12500,0.12500,0.12500",203.7741272119167,1.9,1.1,2.4
5,"5,10,12,13,15","(2.000,0.500);(1.500,1.500);(2.500,1.500);(1.500,2.000);(2.500,2.000)","0.25000,0.12500,0.12500,0.12500,0.18800",204.21586657101517,2.0,1.5,2.5
5,"5,8,13,14,15","(2.000,0.500);(2.000,1.000);(1.500,2.000);(2.000,2.000);(2.500,2.000)","0.25000,0.12500,0.12500,0.12500,0.18800",204.21586657101517,2.0,1.5,2.5
5,"5,7,9,11,12","(2.000,0.500);(1.500,1.000);(2.500,1.000);(2.000,1.500);(2.500,1.500)","0.25000,0.18800,0.12500,0.25000,0.12500",204.2158665710152,2.1,1.1,1.4
5,"1,5,6,8,9","(1.500,0.000);(2.000,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.000)","0.18800,0.25000,0.18800,0.12500,0.12500",204.21586657101523,2.1,0.6,1.4
5,"1,4,7,8,12","(1.500,0.000);(1.500,0.500);(1.500,1.000);(2.000,1.000);(2.500,1.500)","0.18800,0.12500,0.18800,0.12500,0.12500",204.21586657101525,1.8,0.8,2.1
5,"1,8,9,10,12","(1.500,0.000);(2.000,1.000);(2.500,1.000);(1.500,1.500);(2.500,1.500)","0.18800,0.12500,0.12500,0.12500,0.12500",204.21586657101525,2.0,1.0,2.5
5,"3,7,8,10,12","(2.500,0.000);(1.500,1.000);(2.000,1.000);(1.500,1.500);(2.500,1.500)","0.18800,0.18800,0.12500,0.12500,0.12500",204.21586657101525,2.0,1.0,2.5
5,"3,7,9,10,11","(2.500,0.000);(1.500,1.000);(2.500,1.000);(1.500,1.500);(2.000,1.500)","0.18800,0.18800,0.12500,0.12500,0.25000",204.21586657101525,2.0,1.0,2.5
5,"4,5,7,9,15","(1.500,0.500);(2.000,0.500);(1.500,1.000);(2.500,1.000);(2.500,2.000)","0.12500,0.25000,0.18800,0.12500,0.18800",204.21586657101525,2.0,1.0,2.5
5,"4,6,7,8,15","(1.500,0.500);(2.500,0.500);(1.500,1.000);(2.000,1.000);(2.500,2.000)","0.12500,0.18800,0.18800,0.12500,0.18800",204.21586657101525,2.0,1.0,2.5
5,"6,10,11,13,15","(2.500,0.500);(1.500,1.500);(2.000,1.500);(1.500,2.000);(2.500,2.000)","0.18800,0.12500,0.25000,0.12500,0.18800",204.21586657101525,2.0,1.5,2.5
5,"6,10,12,13,14","(2.500,0.500);(1.500,1.500);(2.500,1.500);(1.500,2.000);(2.000,2.000)","0.18800,0.12500,0.12500,0.12500,0.12500",204.21586657101525,2.0,1.5,2.5
5,"6,7,8,11,12","(2.500,0.500);(1.500,1.000);(2.000,1.000);(2.000,1.500);(2.500,1.500)","0.18800,0.18800,0.12500,0.25000,0.12500",204.21586657101525,2.1,1.1,1.4
5,"7,10,12,13,15","(1.500,1.000);(1.500,1.500);(2.500,1.500);(1.500,2.000);(2.500,2.000)","0.18800,0.12500,0.12500,0.12500,0.18800",204.21586657101525,1.9,1.6,1.9
5,"7,8,13,14,15","(1.500,1.000);(2.000,1.000);(1.500,2.000);(2.000,2.000);(2.500,2.000)","0.18800,0.12500,0.12500,0.12500,0.18800",204.21586657101525,1.9,1.6,1.9
5,"1,2,6,7,14","(1.500,0.000);(2.000,0.000);(2.500,0.500);(1.500,1.000);(2.000,2.000)","0.18800,0.12500,0.18800,0.18800,0.12500",204.3602851486958,1.9,0.7,3.5
5,"2,7,12,13,14","(2.000,0.000);(1.500,1.000);(2.500,1.500);(1.500,2.000);(2.000,2.000)","0.12500,0.18800,0.12500,0.12500,0.12500",204.3602851486958,1.9,1.3,3.5
5,"1,2,4,9,14","(1.500,0.000);(2.000,0.000);(1.500,0.500);(2.500,1.000);(2.000,2.000)","0.18800,0.12500,0.12500,0.12500,0.12500",204.36028514869582,1.9,0.7,3.5
5,"1,3,4,8,14","(1.500,0.000);(2.500,0.000);(1.500,0.500);(2.000,1.000);(2.000,2.000)","0.18800,0.18800,0.12500,0.12500,0.12500",204.36028514869582,1.9,0.7,3.5
5,"1,3,5,7,14","(1.500,0.000);(2.500,0.000);(2.000,0.500);(1.500,1.000);(2.000,2.000)","0.18800,0.18800,0.25000,0.18800,0.12500",204.36028514869582,1.9,0.7,3.5
5,"2,3,4,7,14","(2.000,0.000);(2.500,0.000);(1.500,0.500);(1.500,1.000);(2.000,2.000)","0.12500,0.18800,0.12500,0.18800,0.12500",204.36028514869582,1.9,0.7,3.5
5,"2,7,10,14,15","(2.000,0.000);(1.500,1.000);(1.500,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.18800,0.12500,0.12500,0.18800",204.36028514869582,1.9,1.3,3.5
5,"2,7,11,13,15","(2.000,0.000);(1.500,1.000);(2.000,1.500);(1.500,2.000);(2.500,2.000)","0.12500,0.18800,0.25000,0.12500,0.18800",204.36028514869582,1.9,1.3,3.5
5,"2,8,10,13,15","(2.000,0.000);(2.000,1.000);(1.500,1.500);(1.500,2.000);(2.500,2.000)","0.12500,0.12500,0.12500,0.12500,0.18800",204.36028514869582,1.9,1.3,3.5
5,"2,9,10,13,14","(2.000,0.000);(2.500,1.000);(1.500,1.500);(1.500,2.000);(2.000,2.000)","0.12500,0.12500,0.12500,0.12500,0.12500",204.36028514869582,1.9,1.3,3.5
5,"2,6,12,13,15","(2.000,0.000);(2.500,0.500);(2.500,1.500);(1.500,2.000);(2.500,2.000)","0.12500,0.18800,0.12500,0.12500,0.18800",205.08580466113264,2.2,1.2,4.1
5,"3,5,12,13,15","(2.500,0.000);(2.000,0.500);(2.500,1.500);(1.500,2.000);(2.500,2.000)","0.18800,0.25000,0.12500,0.12500,0.18800",205.08580466113264,2.2,1.2,4.1
5,"3,6,11,13,15","(2.500,0.000);(2.500,0.500);(2.000,1.500);(1.500,2.000);(2.500,2.000)","0.18800,0.18800,0.25000,0.12500,0.18800",205.08580466113264,2.2,1.2,4.1
5,"3,6,12,13,14","(2.500,0.000);(2.500,0.500);(2.500,1.500);(1.500,2.000);(2.000,2.000)","0.18800,0.18800,0.12500,0.12500,0.12500",205.08580466113264,2.2,1.2,4.1
5,"1,5,6,11,14","(1.500,0.000);(2.000,0.500);(2.500,0.500);(2.000,1.500);(2.000,2.000)","0.18800,0.25000,0.18800,0.25000,0.12500",205.67335157872262,2.0,0.9,3.2
5,"1,6,7,9,14","(1.500,0.000);(2.500,0.500);(1.500,1.000);(2.500,1.000);(2.000,2.000)","0.18800,0.18800,0.18800,0.12500,0.12500",205.67335157872262,2.0,0.9,3.2
5,"2,4,11,12,14","(2.000,0.000);(1.500,0.500);(2.000,1.500);(2.500,1.500);(2.000,2.000)","0.12500,0.12500,0.25000,0.12500,0.12500",205.67335157872262,2.0,1.1,3.2
5,"2,4,5,12,14","(2.000,0.000);(1.500,0.500);(2.000,0.500);(2.500,1.500);(2.000,2.000)","0.12500,0.12500,0.25000,0.12500,0.12500",205.67335157872262,2.0,0.9,3.2
5,"2,4,6,11,14","(2.000,0.000);(1.500,0.500);(2.500,0.500);(2.000,1.500);(2.000,2.000)","0.12500,0.12500,0.18800,0.25000,0.12500",205.67335157872262,2.0,0.9,3.2
5,"2,5,10,11,15","(2.000,0.000);(2.000,0.500);(1.500,1.500);(2.000,1.500);(2.500,2.000)","0.12500,0.25000,0.12500,0.25000,0.18800",205.67335157872262,2.0,1.1,3.2
5,"2,5,10,12,14","(2.000,0.000);(2.000,0.500);(1.500,1.500);(2.500,1.500);(2.000,2.000)","0.12500,0.25000,0.12500,0.12500,0.12500",205.67335157872262,2.0,1.1,3.2
5,"2,5,6,10,14","(2.000,0.000);(2.000,0.500);(2.500,0.500);(1.500,1.500);(2.000,2.000)","0.12500,0.25000,0.18800,0.12500,0.12500",205.67335157872262,2.0,0.9,3.2
5,"2,6,10,11,14","(2.000,0.000);(2.500,0.500);(1.500,1.500);(2.000,1.500);(2.000,2.000)","0.12500,0.18800,0.12500,0.25000,0.12500",205.67335157872262,2.0,1.1,3.2
5,"2,7,9,10,15","(2.000,0.000);(1.500,1.000);(2.500,1.000);(1.500,1.500);(2.500,2.000)","0.12500,0.18800,0.12500,0.12500,0.18800",205.67335157872262,2.0,1.1,3.2
5,"3,4,5,11,14","(2.500,0.000);(1.500,0.500);(2.000,0.500);(2.000,1.500);(2.000,2.000)","0.18800,0.12500,0.25000,0.25000,0.12500",205.67335157872262,2.0,0.9,3.2
5,"3,4,7,9,14","(2.500,0.000);(1.500,0.500);(1.500,1.000);(2.500,1.000);(2.000,2.000)","0.18800,0.12500,0.18800,0.12500,0.12500",205.67335157872262,2.0,0.9,3.2
5,"5,7,11,13,14","(2.000,0.500);(1.500,1.000);(2.000,1.500);(1.500,2.000);(2.000,2.000)","0.25000,0.18800,0.25000,0.12500,0.12500",205.7047018344612,1.8,1.4,2.0
5,"5,8,10,13,14","(2.000,0.500);(2.000,1.000);(1.500,1.500);(1.500,2.000);(2.000,2.000)","0.25000,0.12500,0.12500,0.12500,0.12500",205.7047018344612,1.8,1.4,2.0
5,"1,5,8,10,11","(1.500,0.000);(2.000,0.500);(2.000,1.000);(1.500,1.500);(2.000,1.500)","0.18800,0.25000,0.12500,0.12500,0.25000",205.70470183446122,1.8,0.9,2.0
5,"1,7,8,9,10","(1.500,0.000);(1.500,1.000);(2.000,1.000);(2.500,1.000);(1.500,1.500)","0.18800,0.18800,0.12500,0.12500,0.12500",205.70470183446122,1.8,0.9,2.0
5,"1,2,4,7,12","(1.500,0.000);(2.000,0.000);(1.500,0.500);(1.500,1.000);(2.500,1.500)","0.18800,0.12500,0.12500,0.18800,0.12500",205.74083510528945,1.8,0.6,2.5
5,"1,3,9,12,13","(1.500,0.000);(2.500,0.000);(2.500,1.000);(2.500,1.500);(1.500,2.000)","0.18800,0.18800,0.12500,0.12500,0.12500",205.7700393215349,2.1,0.9,4.4
5,"2,5,7,11,14","(2.000,0.000);(2.000,0.500);(1.500,1.000);(2.000,1.500);(2.000,2.000)","0.12500,0.25000,0.18800,0.25000,0.12500",205.8045676859309,1.9,1.0,2.7
5,"1,5,8,11,14","(1.500,0.000);(2.000,0.500);(2.000,1.000);(2.000,1.500);(2.000,2.000)","0.18800,0.25000,0.12500,0.25000,0.12500",205.80456768593095,1.9,1.0,2.7
5,"1,7,8,9,14","(1.500,0.000);(1.500,1.000);(2.000,1.000);(2.500,1.000);(2.000,2.000)","0.18800,0.18800,0.12500,0.12500,0.12500",205.80456768593095,1.9,1.0,2.7
5,"2,4,10,11,12","(2.000,0.000);(1.500,0.500);(1.500,1.500);(2.000,1.500);(2.500,1.500)","0.12500,0.12500,0.12500,0.25000,0.12500",205.80456768593095,1.9,1.0,2.7
5,"2,4,8,11,14","(2.000,0.000);(1.500,0.500);(2.000,1.000);(2.000,1.500);(2.000,2.000)","0.12500,0.12500,0.12500,0.25000,0.12500",205.80456768593095,1.9,1.0,2.7
5,"2,5,8,10,14","(2.000,0.000);(2.000,0.500);(2.000,1.000);(1.500,1.500);(2.000,2.000)","0.12500,0.25000,0.12500,0.12500,0.12500",205.80456768593095,1.9,1.0,2.7
5,"4,5,6,10,14","(1.500,0.500);(2.000,0.500);(2.500,0.500);(1.500,1.500);(2.000,2.000)","0.12500,0.25000,0.18800,0.12500,0.12500",205.80456768593095,1.9,1.0,2.7
5,"2,3,11,12,15","(2.000,0.000);(2.500,0.000);(2.000,1.500);(2.500,1.500);(2.500,2.000)","0.12500,0.18800,0.25000,0.12500,0.18800",205.8159762772924,2.3,1.0,3.8
5,"3,5,6,14,15","(2.500,0.000);(2.000,0.500);(2.500,0.500);(2.000,2.000);(2.500,2.000)","0.18800,0.25000,0.18800,0.12500,0.18800",205.8159762772924,2.3,1.0,3.8
5,"1,2,4,7,14","(1.500,0.000);(2.000,0.000);(1.500,0.500);(1.500,1.000);(2.000,2.000)","0.18800,0.12500,0.12500,0.18800,0.12500",206.31142201860348,1.7,0.7,3.1
5,"2,7,10,13,14","(2.000,0.000);(1.500,1.000);(1.500,1.500);(1.500,2.000);(2.000,2.000)","0.12500,0.18800,0.12500,0.12500,0.12500",206.31142201860348,1.7,1.3,3.1
5,"1,2,3,7,13","(1.500,0.000);(2.000,0.000);(2.500,0.000);(1.500,1.000);(1.500,2.000)","0.18800,0.12500,0.18800,0.18800,0.12500",206.38538596071524,1.8,0.6,3.9999999999999996
5,"1,3,6,12,14","(1.500,0.000);(2.500,0.000);(2.500,0.500);(2.500,1.500);(2.000,2.000)","0.18800,0.18800,0.18800,0.12500,0.12500",206.39975094196973,2.2,0.8,4.1
5,"2,5,9,13,15","(2.000,0.000);(2.000,0.500);(2.500,1.000);(1.500,2.000);(2.500,2.000)","0.12500,0.25000,0.12500,0.12500,0.18800",206.5199921372669,2.1,1.1,3.9
5,"2,6,8,13,15","(2.000,0.000);(2.500,0.500);(2.000,1.000);(1.500,2.000);(2.500,2.000)","0.12500,0.18800,0.12500,0.12500,0.18800",206.5199921372669,2.1,1.1,3.9
5,"3,5,8,13,15","(2.500,0.000);(2.000,0.500);(2.000,1.000);(1.500,2.000);(2.500,2.000)","0.18800,0.25000,0.12500,0.12500,0.18800",206.5199921372669,2.1,1.1,3.9
5,"3,5,9,13,14","(2.500,0.000);(2.000,0.500);(2.500,1.000);(1.500,2.000);(2.000,2.000)","0.18800,0.25000,0.12500,0.12500,0.12500",206.5199921372669,2.1,1.1,3.9
5,"2,6,9,13,14","(2.000,0.000);(2.500,0.500);(2.500,1.000);(1.500,2.000);(2.000,2.000)","0.12500,0.18800,0.12500,0.12500,0.12500",206.51999213726694,2.1,1.1,3.9
5,"3,6,10,12,13","(2.500,0.000);(2.500,0.500);(1.500,1.500);(2.500,1.500);(1.500,2.000)","0.18800,0.18800,0.12500,0.12500,0.12500",206.51999213726694,2.1,1.1,3.9
5,"3,6,8,13,14","(2.500,0.000);(2.500,0.500);(2.000,1.000);(1.500,2.000);(2.000,2.000)","0.18800,0.18800,0.12500,0.12500,0.12500",206.51999213726694,2.1,1.1,3.9
5,"1,3,4,9,14","(1.500,0.000);(2.500,0.000);(1.500,0.500);(2.500,1.000);(2.000,2.000)","0.18800,0.18800,0.12500,0.12500,0.12500",206.58450007475554,2.0,0.7,3.8000000000000003
5,"1,3,6,7,14","(1.500,0.000);(2.500,0.000);(2.500,0.500);(1.500,1.000);(2.000,2.000)","0.18800,0.18800,0.18800,0.18800,0.12500",206.58450007475554,2.0,0.7,3.8000000000000003
5,"2,7,12,13,15","(2.000,0.000);(1.500,1.000);(2.500,1.500);(1.500,2.000);(2.500,2.000)","0.12500,0.18800,0.12500,0.12500,0.18800",206.58450007475554,2.0,1.3,3.8000000000000003
