size,group_indices,group_points,diameters,P_fail_lbf,centroid_x,centroid_y,sum_r2
7,"1,2,5,6,10,11,13","(1.500,0.000);(2.000,0.000);(2.000,0.500);(2.500,0.500);(1.500,1.500);(2.000,1.500);(1.500,2.000)","0.18800,0.12500,0.25000,0.18800,0.12500,0.25000,0.12500",276.7736871735828,1.8571428571428572,0.8571428571428571,4.714285714285714
7,"1,2,6,7,9,10,13","(1.500,0.000);(2.000,0.000);(2.500,0.500);(1.500,1.000);(2.500,1.000);(1.500,1.500);(1.500,2.000)","0.18800,0.12500,0.18800,0.18800,0.12500,0.12500,0.12500",276.7736871735828,1.8571428571428572,0.8571428571428571,4.714285714285714
7,"1,3,4,7,8,12,13","(1.500,0.000);(2.500,0.000);(1.500,0.500);(1.500,1.000);(2.000,1.000);(2.500,1.500);(1.500,2.000)","0.18800,0.18800,0.12500,0.18800,0.12500,0.12500,0.12500",276.7736871735828,1.8571428571428572,0.8571428571428571,4.714285714285714
7,"1,3,4,7,9,11,13","(1.500,0.000);(2.500,0.000);(1.500,0.500);(1.500,1.000);(2.500,1.000);(2.000,1.500);(1.500,2.000)","0.18800,0.18800,0.12500,0.18800,0.12500,0.25000,0.12500",276.7736871735828,1.8571428571428572,0.8571428571428571,4.714285714285714
7,"1,3,4,8,9,10,13","(1.500,0.000);(2.500,0.000);(1.500,0.500);(2.000,1.000);(2.500,1.000);(1.500,1.500);(1.500,2.000)","0.18800,0.18800,0.12500,0.12500,0.12500,0.12500,0.12500",276.7736871735828,1.8571428571428572,0.8571428571428571,4.714285714285714
7,"1,3,5,7,9,10,13","(1.500,0.000);(2.500,0.000);(2.000,0.500);(1.500,1.000);(2.500,1.000);(1.500,1.500);(1.500,2.000)","0.18800,0.18800,0.25000,0.18800,0.12500,0.12500,0.12500",276.7736871735828,1.8571428571428572,0.8571428571428571,4.714285714285714
7,"1,3,6,7,8,10,13","(1.500,0.000);(2.500,0.000);(2.500,0.500);(1.500,1.000);(2.000,1.000);(1.500,1.500);(1.500,2.000)","0.18800,0.18800,0.18800,0.18800,0.12500,0.12500,0.12500",276.7736871735828,1.8571428571428572,0.8571428571428571,4.714285714285714
7,"2,3,4,5,10,11,13","(2.000,0.000);(2.500,0.000);(1.500,0.500);(2.000,0.500);(1.500,1.500);(2.000,1.500);(1.500,2.000)","0.12500,0.18800,0.12500,0.25000,0.12500,0.25000,0.12500",276.7736871735828,1.8571428571428572,0.8571428571428571,4.714285714285714
7,"2,3,4,7,9,10,13","(2.000,0.000);(2.500,0.000);(1.500,0.500);(1.500,1.000);(2.500,1.000);(1.500,1.500);(1.500,2.000)","0.12500,0.18800,0.12500,0.18800,0.12500,0.12500,0.12500",276.7736871735828,1.8571428571428572,0.8571428571428571,4.714285714285714
7,"3,4,5,6,7,9,15","(2.500,0.000);(1.500,0.500);(2.000,0.500);(2.500,0.500);(1.500,1.000);(2.500,1.000);(2.500,2.000)","0.18800,0.12500,0.25000,0.18800,0.18800,0.12500,0.18800",276.8501637803023,2.142857142857143,0.7857142857142857,3.785714285714286
7,"3,7,9,10,11,12,15","(2.500,0.000);(1.500,1.000);(2.500,1.000);(1.500,1.500);(2.000,1.500);(2.500,1.500);(2.500,2.000)","0.18800,0.18800,0.12500,0.12500,0.25000,0.12500,0.18800",276.8501637803023,2.142857142857143,1.2142857142857142,3.785714285714286
7,"1,2,3,6,11,12,14","(1.500,0.000);(2.000,0.000);(2.500,0.000);(2.500,0.500);(2.000,1.500);(2.500,1.500);(2.000,2.000)","0.18800,0.12500,0.18800,0.18800,0.25000,0.12500,0.12500",276.99305984200697,2.142857142857143,0.7857142857142857,5.2857142857142865
7,"2,3,10,11,12,14,15","(2.000,0.000);(2.500,0.000);(1.500,1.500);(2.000,1.500);(2.500,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.18800,0.12500,0.25000,0.12500,0.12500,0.18800",276.99305984200697,2.142857142857143,1.2142857142857142,5.285714285714286
7,"2,3,4,5,6,14,15","(2.000,0.000);(2.500,0.000);(1.500,0.500);(2.000,0.500);(2.500,0.500);(2.000,2.000);(2.500,2.000)","0.12500,0.18800,0.12500,0.25000,0.18800,0.12500,0.18800",276.99305984200697,2.142857142857143,0.7857142857142857,5.2857142857142865
7,"2,5,6,12,13,14,15","(2.000,0.000);(2.000,0.500);(2.500,0.500);(2.500,1.500);(1.500,2.000);(2.000,2.000);(2.500,2.000)","0.12500,0.25000,0.18800,0.12500,0.12500,0.12500,0.18800",276.99305984200697,2.142857142857143,1.2142857142857142,5.2857142857142865
7,"1,4,6,8,9,12,15","(1.500,0.000);(1.500,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.000);(2.500,1.500);(2.500,2.000)","0.18800,0.12500,0.18800,0.12500,0.12500,0.12500,0.18800",277.0968440900658,2.142857142857143,0.9285714285714286,4.071428571428571
7,"1,6,8,9,10,12,15","(1.500,0.000);(2.500,0.500);(2.000,1.000);(2.500,1.000);(1.500,1.500);(2.500,1.500);(2.500,2.000)","0.18800,0.18800,0.12500,0.12500,0.12500,0.12500,0.18800",277.0968440900658,2.142857142857143,1.0714285714285714,4.071428571428571
7,"3,4,5,7,9,12,15","(2.500,0.000);(1.500,0.500);(2.000,0.500);(1.500,1.000);(2.500,1.000);(2.500,1.500);(2.500,2.000)","0.18800,0.12500,0.25000,0.18800,0.12500,0.12500,0.18800",277.0968440900658,2.142857142857143,0.9285714285714286,4.071428571428571
7,"3,4,6,7,8,12,15","(2.500,0.000);(1.500,0.500);(2.500,0.500);(1.500,1.000);(2.000,1.000);(2.500,1.500);(2.500,2.000)","0.18800,0.12500,0.18800,0.18800,0.12500,0.12500,0.18800",277.0968440900658,2.142857142857143,0.9285714285714286,4.071428571428571
7,"3,4,6,7,9,11,15","(2.500,0.000);(1.500,0.500);(2.500,0.500);(1.500,1.000);(2.500,1.000);(2.000,1.500);(2.500,2.000)","0.18800,0.12500,0.18800,0.18800,0.12500,0.25000,0.18800",277.0968440900658,2.142857142857143,0.9285714285714286,4.071428571428571
7,"3,5,7,9,10,12,15","(2.500,0.000);(2.000,0.500);(1.500,1.000);(2.500,1.000);(1.500,1.500);(2.500,1.500);(2.500,2.000)","0.18800,0.25000,0.18800,0.12500,0.12500,0.12500,0.18800",277.0968440900658,2.142857142857143,1.0714285714285714,4.071428571428571
7,"3,6,7,8,10,12,15","(2.500,0.000);(2.500,0.500);(1.500,1.000);(2.000,1.000);(1.500,1.500);(2.500,1.500);(2.500,2.000)","0.18800,0.18800,0.18800,0.12500,0.12500,0.12500,0.18800",277.0968440900658,2.142857142857143,1.0714285714285714,4.071428571428571
7,"3,6,7,9,10,11,15","(2.500,0.000);(2.500,0.500);(1.500,1.000);(2.500,1.000);(1.500,1.500);(2.000,1.500);(2.500,2.000)","0.18800,0.18800,0.18800,0.12500,0.12500,0.25000,0.18800",277.0968440900658,2.142857142857143,1.0714285714285714,4.071428571428571
7,"1,2,4,6,11,12,13","(1.500,0.000);(2.000,0.000);(1.500,0.500);(2.500,0.500);(2.000,1.500);(2.500,1.500);(1.500,2.000)","0.18800,0.12500,0.12500,0.18800,0.25000,0.12500,0.12500",277.10496431209407,1.9285714285714286,0.8571428571428571,5.071428571428571
7,"1,2,5,6,10,12,13","(1.500,0.000);(2.000,0.000);(2.000,0.500);(2.500,0.500);(1.500,1.500);(2.500,1.500);(1.500,2.000)","0.18800,0.12500,0.25000,0.18800,0.12500,0.12500,0.12500",277.10496431209407,1.9285714285714286,0.8571428571428571,5.071428571428571
7,"1,2,5,6,8,13,14","(1.500,0.000);(2.000,0.000);(2.000,0.500);(2.500,0.500);(2.000,1.000);(1.500,2.000);(2.000,2.000)","0.18800,0.12500,0.25000,0.18800,0.12500,0.12500,0.12500",277.10496431209407,1.9285714285714286,0.8571428571428571,5.071428571428571
7,"1,3,4,5,11,12,13","(1.500,0.000);(2.500,0.000);(1.500,0.500);(2.000,0.500);(2.000,1.500);(2.500,1.500);(1.500,2.000)","0.18800,0.18800,0.12500,0.25000,0.25000,0.12500,0.12500",277.10496431209407,1.9285714285714286,0.8571428571428571,5.071428571428571
7,"1,3,4,7,9,12,13","(1.500,0.000);(2.500,0.000);(1.500,0.500);(1.500,1.000);(2.500,1.000);(2.500,1.500);(1.500,2.000)","0.18800,0.18800,0.12500,0.18800,0.12500,0.12500,0.12500",277.10496431209407,1.9285714285714286,0.8571428571428571,5.071428571428571
7,"1,3,5,6,10,11,13","(1.500,0.000);(2.500,0.000);(2.000,0.500);(2.500,0.500);(1.500,1.500);(2.000,1.500);(1.500,2.000)","0.18800,0.18800,0.25000,0.18800,0.12500,0.25000,0.12500",277.10496431209407,1.9285714285714286,0.8571428571428571,5.071428571428571
7,"1,3,6,7,9,10,13","(1.500,0.000);(2.500,0.000);(2.500,0.500);(1.500,1.000);(2.500,1.000);(1.500,1.500);(1.500,2.000)","0.18800,0.18800,0.18800,0.18800,0.12500,0.12500,0.12500",277.10496431209407,1.9285714285714286,0.8571428571428571,5.071428571428571
7,"2,3,4,5,10,12,13","(2.000,0.000);(2.500,0.000);(1.500,0.500);(2.000,0.500);(1.500,1.500);(2.500,1.500);(1.500,2.000)","0.12500,0.18800,0.12500,0.25000,0.12500,0.12500,0.12500",277.10496431209407,1.9285714285714286,0.8571428571428571,5.071428571428571
7,"2,3,4,5,8,13,14","(2.000,0.000);(2.500,0.000);(1.500,0.500);(2.000,0.500);(2.000,1.000);(1.500,2.000);(2.000,2.000)","0.12500,0.18800,0.12500,0.25000,0.12500,0.12500,0.12500",277.10496431209407,1.9285714285714286,0.8571428571428571,5.071428571428571
7,"2,3,4,6,10,11,13","(2.000,0.000);(2.500,0.000);(1.500,0.500);(2.500,0.500);(1.500,1.500);(2.000,1.500);(1.500,2.000)","0.12500,0.18800,0.12500,0.18800,0.12500,0.25000,0.12500",277.10496431209407,1.9285714285714286,0.8571428571428571,5.071428571428571
7,"1,2,5,9,11,12,14","(1.500,0.000);(2.000,0.000);(2.000,0.500);(2.500,1.000);(2.000,1.500);(2.500,1.500);(2.000,2.000)","0.18800,0.12500,0.25000,0.12500,0.25000,0.12500,0.12500",277.20082856928974,2.0714285714285716,0.9285714285714286,4.428571428571428
7,"1,2,6,8,11,12,14","(1.500,0.000);(2.000,0.000);(2.500,0.500);(2.000,1.000);(2.000,1.500);(2.500,1.500);(2.000,2.000)","0.18800,0.12500,0.18800,0.12500,0.25000,0.12500,0.12500",277.20082856928974,2.0714285714285716,0.9285714285714286,4.428571428571428
7,"1,3,5,8,11,12,14","(1.500,0.000);(2.500,0.000);(2.000,0.500);(2.000,1.000);(2.000,1.500);(2.500,1.500);(2.000,2.000)","0.18800,0.18800,0.25000,0.12500,0.25000,0.12500,0.12500",277.20082856928974,2.0714285714285716,0.9285714285714286,4.428571428571428
7,"1,3,7,8,9,12,14","(1.500,0.000);(2.500,0.000);(1.500,1.000);(2.000,1.000);(2.500,1.000);(2.500,1.500);(2.000,2.000)","0.18800,0.18800,0.18800,0.12500,0.12500,0.12500,0.12500",277.20082856928974,2.0714285714285716,0.9285714285714286,4.428571428571428
7,"2,3,4,8,11,12,14","(2.000,0.000);(2.500,0.000);(1.500,0.500);(2.000,1.000);(2.000,1.500);(2.500,1.500);(2.000,2.000)","0.12500,0.18800,0.12500,0.12500,0.25000,0.12500,0.12500",277.20082856928974,2.0714285714285716,0.9285714285714286,4.428571428571428
7,"2,3,5,7,11,12,14","(2.000,0.000);(2.500,0.000);(2.000,0.500);(1.500,1.000);(2.000,1.500);(2.500,1.500);(2.000,2.000)","0.12500,0.18800,0.25000,0.18800,0.25000,0.12500,0.12500",277.20082856928974,2.0714285714285716,0.9285714285714286,4.428571428571428
7,"2,3,5,8,10,12,14","(2.000,0.000);(2.500,0.000);(2.000,0.500);(2.000,1.000);(1.500,1.500);(2.500,1.500);(2.000,2.000)","0.12500,0.18800,0.25000,0.12500,0.12500,0.12500,0.12500",277.20082856928974,2.0714285714285716,0.9285714285714286,4.428571428571428
7,"2,3,5,9,10,11,14","(2.000,0.000);(2.500,0.000);(2.000,0.500);(2.500,1.000);(1.500,1.500);(2.000,1.500);(2.000,2.000)","0.12500,0.18800,0.25000,0.12500,0.12500,0.25000,0.12500",277.20082856928974,2.0714285714285716,0.9285714285714286,4.428571428571428
7,"2,3,6,8,10,11,14","(2.000,0.000);(2.500,0.000);(2.500,0.500);(2.000,1.000);(1.500,1.500);(2.000,1.500);(2.000,2.000)","0.12500,0.18800,0.18800,0.12500,0.12500,0.25000,0.12500",277.20082856928974,2.0714285714285716,0.9285714285714286,4.428571428571428
7,"2,3,8,10,11,12,14","(2.000,0.000);(2.500,0.000);(2.000,1.000);(1.500,1.500);(2.000,1.500);(2.500,1.500);(2.000,2.000)","0.12500,0.18800,0.12500,0.12500,0.25000,0.12500,0.12500",277.20082856928974,2.0714285714285716,1.0714285714285714,4.428571428571428
7,"2,4,5,6,8,14,15","(2.000,0.000);(1.500,0.500);(2.000,0.500);(2.500,0.500);(2.000,1.000);(2.000,2.000);(2.500,2.000)","0.12500,0.12500,0.25000,0.18800,0.12500,0.12500,0.18800",277.20082856928974,2.0714285714285716,0.9285714285714286,4.428571428571428
7,"2,4,5,8,12,14,15","(2.000,0.000);(1.500,0.500);(2.000,0.500);(2.000,1.000);(2.500,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.12500,0.25000,0.12500,0.12500,0.12500,0.18800",277.20082856928974,2.0714285714285716,1.0714285714285714,4.428571428571428
7,"2,4,5,9,11,14,15","(2.000,0.000);(1.500,0.500);(2.000,0.500);(2.500,1.000);(2.000,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.12500,0.25000,0.12500,0.25000,0.12500,0.18800",277.20082856928974,2.0714285714285716,1.0714285714285714,4.428571428571428
7,"2,4,6,10,11,12,15","(2.000,0.000);(1.500,0.500);(2.500,0.500);(1.500,1.500);(2.000,1.500);(2.500,1.500);(2.500,2.000)","0.12500,0.12500,0.18800,0.12500,0.25000,0.12500,0.18800",277.20082856928974,2.0714285714285716,1.0714285714285714,4.428571428571428
7,"2,4,6,8,11,14,15","(2.000,0.000);(1.500,0.500);(2.500,0.500);(2.000,1.000);(2.000,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.12500,0.18800,0.12500,0.25000,0.12500,0.18800",277.20082856928974,2.0714285714285716,1.0714285714285714,4.428571428571428
7,"2,5,6,7,11,14,15","(2.000,0.000);(2.000,0.500);(2.500,0.500);(1.500,1.000);(2.000,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.25000,0.18800,0.18800,0.25000,0.12500,0.18800",277.20082856928974,2.0714285714285716,1.0714285714285714,4.428571428571428
7,"2,5,6,8,10,14,15","(2.000,0.000);(2.000,0.500);(2.500,0.500);(2.000,1.000);(1.500,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.25000,0.18800,0.12500,0.12500,0.12500,0.18800",277.20082856928974,2.0714285714285716,1.0714285714285714,4.428571428571428
7,"3,4,5,6,10,12,14","(2.500,0.000);(1.500,0.500);(2.000,0.500);(2.500,0.500);(1.500,1.500);(2.500,1.500);(2.000,2.000)","0.18800,0.12500,0.25000,0.18800,0.12500,0.12500,0.12500",277.20082856928974,2.0714285714285716,0.9285714285714286,4.428571428571428
7,"1,2,4,8,9,10,11","(1.500,0.000);(2.000,0.000);(1.500,0.500);(2.000,1.000);(2.500,1.000);(1.500,1.500);(2.000,1.500)","0.18800,0.12500,0.12500,0.12500,0.12500,0.12500,0.25000",277.3955488411048,1.8571428571428572,0.7857142857142857,3.285714285714286
7,"1,2,5,7,8,10,12","(1.500,0.000);(2.000,0.000);(2.000,0.500);(1.500,1.000);(2.000,1.000);(1.500,1.500);(2.500,1.500)","0.18800,0.12500,0.25000,0.18800,0.12500,0.12500,0.12500",277.3955488411048,1.8571428571428572,0.7857142857142857,3.2857142857142856
7,"1,2,5,7,9,10,11","(1.500,0.000);(2.000,0.000);(2.000,0.500);(1.500,1.000);(2.500,1.000);(1.500,1.500);(2.000,1.500)","0.18800,0.12500,0.25000,0.18800,0.12500,0.12500,0.25000",277.3955488411048,1.8571428571428572,0.7857142857142857,3.285714285714286
7,"1,2,6,7,8,10,11","(1.500,0.000);(2.000,0.000);(2.500,0.500);(1.500,1.000);(2.000,1.000);(1.500,1.500);(2.000,1.500)","0.18800,0.12500,0.18800,0.18800,0.12500,0.12500,0.25000",277.3955488411048,1.8571428571428572,0.7857142857142857,3.285714285714286
7,"1,3,5,7,8,10,11","(1.500,0.000);(2.500,0.000);(2.000,0.500);(1.500,1.000);(2.000,1.000);(1.500,1.500);(2.000,1.500)","0.18800,0.18800,0.25000,0.18800,0.12500,0.12500,0.25000",277.3955488411048,1.8571428571428572,0.7857142857142857,3.285714285714286
7,"1,4,5,6,7,10,12","(1.500,0.000);(1.500,0.500);(2.000,0.500);(2.500,0.500);(1.500,1.000);(1.500,1.500);(2.500,1.500)","0.18800,0.12500,0.25000,0.18800,0.18800,0.12500,0.12500",277.3955488411048,1.8571428571428572,0.7857142857142857,3.2857142857142856
7,"2,3,4,7,8,10,11","(2.000,0.000);(2.500,0.000);(1.500,0.500);(1.500,1.000);(2.000,1.000);(1.500,1.500);(2.000,1.500)","0.12500,0.18800,0.12500,0.18800,0.12500,0.12500,0.25000",277.3955488411048,1.8571428571428572,0.7857142857142857,3.285714285714286
7,"4,5,7,8,10,14,15","(1.500,0.500);(2.000,0.500);(1.500,1.000);(2.000,1.000);(1.500,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.25000,0.18800,0.12500,0.12500,0.12500,0.18800",277.3955488411048,1.8571428571428572,1.2142857142857142,3.285714285714286
7,"5,6,7,10,11,13,14","(2.000,0.500);(2.500,0.500);(1.500,1.000);(1.500,1.500);(2.000,1.500);(1.500,2.000);(2.000,2.000)","0.25000,0.18800,0.18800,0.12500,0.25000,0.12500,0.12500",277.3955488411048,1.8571428571428572,1.2857142857142858,3.285714285714286
7,"1,4,5,7,8,11,12","(1.500,0.000);(1.500,0.500);(2.000,0.500);(1.500,1.000);(2.000,1.000);(2.000,1.500);(2.500,1.500)","0.18800,0.12500,0.25000,0.18800,0.12500,0.25000,0.12500",277.4719847733093,1.8571428571428572,0.8571428571428571,2.7142857142857144
7,"1,5,6,8,11,13,15","(1.500,0.000);(2.000,0.500);(2.500,0.500);(2.000,1.000);(2.000,1.500);(1.500,2.000);(2.500,2.000)","0.18800,0.25000,0.18800,0.12500,0.25000,0.12500,0.18800",277.70591713129073,2.0,1.0714285714285714,4.714285714285714
7,"1,5,6,8,12,13,14","(1.500,0.000);(2.000,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.500);(1.500,2.000);(2.000,2.000)","0.18800,0.25000,0.18800,0.12500,0.12500,0.12500,0.12500",277.70591713129073,2.0,1.0714285714285714,4.714285714285714
7,"1,5,6,9,11,13,14","(1.500,0.000);(2.000,0.500);(2.500,0.500);(2.500,1.000);(2.000,1.500);(1.500,2.000);(2.000,2.000)","0.18800,0.25000,0.18800,0.12500,0.25000,0.12500,0.12500",277.70591713129073,2.0,1.0714285714285714,4.714285714285714
7,"1,6,7,8,9,13,15","(1.500,0.000);(2.500,0.500);(1.500,1.000);(2.000,1.000);(2.500,1.000);(1.500,2.000);(2.500,2.000)","0.18800,0.18800,0.18800,0.12500,0.12500,0.12500,0.18800",277.70591713129073,2.0,1.0714285714285714,4.714285714285714
7,"2,3,8,10,11,12,13","(2.000,0.000);(2.500,0.000);(2.000,1.000);(1.500,1.500);(2.000,1.500);(2.500,1.500);(1.500,2.000)","0.12500,0.18800,0.12500,0.12500,0.25000,0.12500,0.12500",277.70591713129073,2.0,1.0714285714285714,4.714285714285714
7,"2,4,5,8,12,13,15","(2.000,0.000);(1.500,0.500);(2.000,0.500);(2.000,1.000);(2.500,1.500);(1.500,2.000);(2.500,2.000)","0.12500,0.12500,0.25000,0.12500,0.12500,0.12500,0.18800",277.70591713129073,2.0,1.0714285714285714,4.714285714285714
7,"2,4,5,9,11,13,15","(2.000,0.000);(1.500,0.500);(2.000,0.500);(2.500,1.000);(2.000,1.500);(1.500,2.000);(2.500,2.000)","0.12500,0.12500,0.25000,0.12500,0.25000,0.12500,0.18800",277.70591713129073,2.0,1.0714285714285714,4.714285714285714
7,"2,4,5,9,12,13,14","(2.000,0.000);(1.500,0.500);(2.000,0.500);(2.500,1.000);(2.500,1.500);(1.500,2.000);(2.000,2.000)","0.12500,0.12500,0.25000,0.12500,0.12500,0.12500,0.12500",277.70591713129073,2.0,1.0714285714285714,4.714285714285714
7,"2,4,6,8,11,13,15","(2.000,0.000);(1.500,0.500);(2.500,0.500);(2.000,1.000);(2.000,1.500);(1.500,2.000);(2.500,2.000)","0.12500,0.12500,0.18800,0.12500,0.25000,0.12500,0.18800",277.70591713129073,2.0,1.0714285714285714,4.714285714285714
7,"2,4,6,8,12,13,14","(2.000,0.000);(1.500,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.500);(1.500,2.000);(2.000,2.000)","0.12500,0.12500,0.18800,0.12500,0.12500,0.12500,0.12500",277.70591713129073,2.0,1.0714285714285714,4.714285714285714
7,"2,4,6,9,11,13,14","(2.000,0.000);(1.500,0.500);(2.500,0.500);(2.500,1.000);(2.000,1.500);(1.500,2.000);(2.000,2.000)","0.12500,0.12500,0.18800,0.12500,0.25000,0.12500,0.12500",277.70591713129073,2.0,1.0714285714285714,4.714285714285714
7,"2,5,6,7,11,13,15","(2.000,0.000);(2.000,0.500);(2.500,0.500);(1.500,1.000);(2.000,1.500);(1.500,2.000);(2.500,2.000)","0.12500,0.25000,0.18800,0.18800,0.25000,0.12500,0.18800",277.70591713129073,2.0,1.0714285714285714,4.714285714285714
7,"2,5,6,7,12,13,14","(2.000,0.000);(2.000,0.500);(2.500,0.500);(1.500,1.000);(2.500,1.500);(1.500,2.000);(2.000,2.000)","0.12500,0.25000,0.18800,0.18800,0.12500,0.12500,0.12500",277.70591713129073,2.0,1.0714285714285714,4.714285714285714
7,"2,5,6,8,10,13,15","(2.000,0.000);(2.000,0.500);(2.500,0.500);(2.000,1.000);(1.500,1.500);(1.500,2.000);(2.500,2.000)","0.12500,0.25000,0.18800,0.12500,0.12500,0.12500,0.18800",277.70591713129073,2.0,1.0714285714285714,4.714285714285714
7,"2,5,6,9,10,13,14","(2.000,0.000);(2.000,0.500);(2.500,0.500);(2.500,1.000);(1.500,1.500);(1.500,2.000);(2.000,2.000)","0.12500,0.25000,0.18800,0.12500,0.12500,0.12500,0.12500",277.70591713129073,2.0,1.0714285714285714,4.714285714285714
7,"3,4,5,8,11,13,15","(2.500,0.000);(1.500,0.500);(2.000,0.500);(2.000,1.000);(2.000,1.500);(1.500,2.000);(2.500,2.000)","0.18800,0.12500,0.25000,0.12500,0.25000,0.12500,0.18800",277.70591713129073,2.0,1.0714285714285714,4.714285714285714
7,"3,4,5,8,12,13,14","(2.500,0.000);(1.500,0.500);(2.000,0.500);(2.000,1.000);(2.500,1.500);(1.500,2.000);(2.000,2.000)","0.18800,0.12500,0.25000,0.12500,0.12500,0.12500,0.12500",277.70591713129073,2.0,1.0714285714285714,4.714285714285714
7,"3,4,5,9,11,13,14","(2.500,0.000);(1.500,0.500);(2.000,0.500);(2.500,1.000);(2.000,1.500);(1.500,2.000);(2.000,2.000)","0.18800,0.12500,0.25000,0.12500,0.25000,0.12500,0.12500",277.70591713129073,2.0,1.0714285714285714,4.714285714285714
7,"3,4,6,10,11,12,13","(2.500,0.000);(1.500,0.500);(2.500,0.500);(1.500,1.500);(2.000,1.500);(2.500,1.500);(1.500,2.000)","0.18800,0.12500,0.18800,0.12500,0.25000,0.12500,0.12500",277.70591713129073,2.0,1.0714285714285714,4.714285714285714
7,"3,4,6,8,11,13,14","(2.500,0.000);(1.500,0.500);(2.500,0.500);(2.000,1.000);(2.000,1.500);(1.500,2.000);(2.000,2.000)","0.18800,0.12500,0.18800,0.12500,0.25000,0.12500,0.12500",277.70591713129073,2.0,1.0714285714285714,4.714285714285714
7,"3,4,7,8,9,13,15","(2.500,0.000);(1.500,0.500);(1.500,1.000);(2.000,1.000);(2.500,1.000);(1.500,2.000);(2.500,2.000)","0.18800,0.12500,0.18800,0.12500,0.12500,0.12500,0.18800",277.70591713129073,2.0,1.0714285714285714,4.714285714285714
7,"3,5,6,7,11,13,14","(2.500,0.000);(2.000,0.500);(2.500,0.500);(1.500,1.000);(2.000,1.500);(1.500,2.000);(2.000,2.000)","0.18800,0.25000,0.18800,0.18800,0.25000,0.12500,0.12500",277.70591713129073,2.0,1.0714285714285714,4.714285714285714
7,"3,5,6,8,10,13,14","(2.500,0.000);(2.000,0.500);(2.500,0.500);(2.000,1.000);(1.500,1.500);(1.500,2.000);(2.000,2.000)","0.18800,0.25000,0.18800,0.12500,0.12500,0.12500,0.12500",277.70591713129073,2.0,1.0714285714285714,4.714285714285714
7,"2,4,5,7,8,9,15","(2.000,0.000);(1.500,0.500);(2.000,0.500);(1.500,1.000);(2.000,1.000);(2.500,1.000);(2.500,2.000)","0.12500,0.12500,0.25000,0.18800,0.12500,0.12500,0.18800",277.7248036377567,2.0,0.8571428571428571,3.3571428571428568
7,"1,2,7,8,9,11,12","(1.500,0.000);(2.000,0.000);(1.500,1.000);(2.000,1.000);(2.500,1.000);(2.000,1.500);(2.500,1.500)","0.18800,0.12500,0.18800,0.12500,0.12500,0.25000,0.12500",277.72480363775674,2.0,0.8571428571428571,3.357142857142857
7,"1,7,8,9,11,12,14","(1.500,0.000);(1.500,1.000);(2.000,1.000);(2.500,1.000);(2.000,1.500);(2.500,1.500);(2.000,2.000)","0.18800,0.18800,0.12500,0.12500,0.25000,0.12500,0.12500",277.72480363775674,2.0,1.1428571428571428,3.357142857142857
7,"3,7,8,9,10,11,14","(2.500,0.000);(1.500,1.000);(2.000,1.000);(2.500,1.000);(1.500,1.500);(2.000,1.500);(2.000,2.000)","0.18800,0.18800,0.12500,0.12500,0.12500,0.25000,0.12500",277.72480363775674,2.0,1.1428571428571428,3.357142857142857
7,"1,5,9,11,12,13,15","(1.500,0.000);(2.000,0.500);(2.500,1.000);(2.000,1.500);(2.500,1.500);(1.500,2.000);(2.500,2.000)","0.18800,0.25000,0.12500,0.25000,0.12500,0.12500,0.18800",277.73869719238195,2.0714285714285716,1.2142857142857142,4.642857142857143
7,"1,6,8,11,12,13,15","(1.500,0.000);(2.500,0.500);(2.000,1.000);(2.000,1.500);(2.500,1.500);(1.500,2.000);(2.500,2.000)","0.18800,0.18800,0.12500,0.25000,0.12500,0.12500,0.18800",277.73869719238195,2.0714285714285716,1.2142857142857142,4.642857142857143
7,"1,6,9,11,12,13,14","(1.500,0.000);(2.500,0.500);(2.500,1.000);(2.000,1.500);(2.500,1.500);(1.500,2.000);(2.000,2.000)","0.18800,0.18800,0.12500,0.25000,0.12500,0.12500,0.12500",277.73869719238195,2.0714285714285716,1.2142857142857142,4.642857142857143
7,"2,3,4,5,6,10,15","(2.000,0.000);(2.500,0.000);(1.500,0.500);(2.000,0.500);(2.500,0.500);(1.500,1.500);(2.500,2.000)","0.12500,0.18800,0.12500,0.25000,0.18800,0.12500,0.18800",277.73869719238195,2.0714285714285716,0.7142857142857143,4.642857142857142
7,"3,4,8,11,12,13,15","(2.500,0.000);(1.500,0.500);(2.000,1.000);(2.000,1.500);(2.500,1.500);(1.500,2.000);(2.500,2.000)","0.18800,0.12500,0.12500,0.25000,0.12500,0.12500,0.18800",277.73869719238195,2.0714285714285716,1.2142857142857142,4.642857142857143
7,"3,4,9,11,12,13,14","(2.500,0.000);(1.500,0.500);(2.500,1.000);(2.000,1.500);(2.500,1.500);(1.500,2.000);(2.000,2.000)","0.18800,0.12500,0.12500,0.25000,0.12500,0.12500,0.12500",277.73869719238195,2.0714285714285716,1.2142857142857142,4.642857142857143
